Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Coded_item,Encoded_item,Encoded_area
17035,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,15.71,2,2,72
17036,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,13.32,2,2,72
17037,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,15.62,2,2,72
17038,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,15.38,2,2,72
17039,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,15.43,2,2,72
17040,Japan,"Rice, paddy",2011,66624,1668.0,51796.3,13.32,2,2,72
17041,Japan,Soybeans,2011,16006,1668.0,51796.3,15.71,4,4,72
17042,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32,4,4,72
17043,Japan,Soybeans,2011,16006,1668.0,51796.3,15.62,4,4,72
17044,Japan,Soybeans,2011,16006,1668.0,51796.3,15.38,4,4,72
17045,Japan,Soybeans,2011,16006,1668.0,51796.3,15.43,4,4,72
17046,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32,4,4,72
17047,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.71,7,7,72
17048,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,13.32,7,7,72
17049,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.62,7,7,72
17050,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.38,7,7,72
17051,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.43,7,7,72
17052,Japan,Sweet potatoes,2011,227738,1668.0,51796.3,13.32,7,7,72
17053,Japan,Wheat,2011,35286,1668.0,51796.3,15.71,5,5,72
17054,Japan,Wheat,2011,35286,1668.0,51796.3,13.32,5,5,72
17055,Japan,Wheat,2011,35286,1668.0,51796.3,15.62,5,5,72
17056,Japan,Wheat,2011,35286,1668.0,51796.3,15.38,5,5,72
17057,Japan,Wheat,2011,35286,1668.0,51796.3,15.43,5,5,72
17058,Japan,Wheat,2011,35286,1668.0,51796.3,13.32,5,5,72
17059,Japan,Yams,2011,220905,1668.0,51796.3,15.71,9,9,72
17060,Japan,Yams,2011,220905,1668.0,51796.3,13.32,9,9,72
17061,Japan,Yams,2011,220905,1668.0,51796.3,15.62,9,9,72
17062,Japan,Yams,2011,220905,1668.0,51796.3,15.38,9,9,72
17063,Japan,Yams,2011,220905,1668.0,51796.3,15.43,9,9,72
17064,Japan,Yams,2011,220905,1668.0,51796.3,13.32,9,9,72
17065,Japan,Maize,2012,26154,1668.0,54716.4,15.53,0,0,72
17066,Japan,Maize,2012,26154,1668.0,54716.4,13.11,0,0,72
17067,Japan,Maize,2012,26154,1668.0,54716.4,15.54,0,0,72
17068,Japan,Maize,2012,26154,1668.0,54716.4,15.14,0,0,72
17069,Japan,Maize,2012,26154,1668.0,54716.4,15.21,0,0,72
17070,Japan,Maize,2012,26154,1668.0,54716.4,13.11,0,0,72
17071,Japan,Potatoes,2012,307882,1668.0,54716.4,15.53,1,1,72
17072,Japan,Potatoes,2012,307882,1668.0,54716.4,13.11,1,1,72
17073,Japan,Potatoes,2012,307882,1668.0,54716.4,15.54,1,1,72
17074,Japan,Potatoes,2012,307882,1668.0,54716.4,15.14,1,1,72
17075,Japan,Potatoes,2012,307882,1668.0,54716.4,15.21,1,1,72
17076,Japan,Potatoes,2012,307882,1668.0,54716.4,13.11,1,1,72
17077,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,15.53,2,2,72
17078,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,13.11,2,2,72
17079,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,15.54,2,2,72
17080,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,15.14,2,2,72
17081,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,15.21,2,2,72
17082,Japan,"Rice, paddy",2012,67388,1668.0,54716.4,13.11,2,2,72
17083,Japan,Soybeans,2012,17994,1668.0,54716.4,15.53,4,4,72
17084,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11,4,4,72
17085,Japan,Soybeans,2012,17994,1668.0,54716.4,15.54,4,4,72
17086,Japan,Soybeans,2012,17994,1668.0,54716.4,15.14,4,4,72
17087,Japan,Soybeans,2012,17994,1668.0,54716.4,15.21,4,4,72
17088,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11,4,4,72
17089,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.53,7,7,72
17090,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,13.11,7,7,72
17091,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.54,7,7,72
17092,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.14,7,7,72
17093,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,15.21,7,7,72
17094,Japan,Sweet potatoes,2012,225747,1668.0,54716.4,13.11,7,7,72
17095,Japan,Wheat,2012,41004,1668.0,54716.4,15.53,5,5,72
17096,Japan,Wheat,2012,41004,1668.0,54716.4,13.11,5,5,72
17097,Japan,Wheat,2012,41004,1668.0,54716.4,15.54,5,5,72
17098,Japan,Wheat,2012,41004,1668.0,54716.4,15.14,5,5,72
17099,Japan,Wheat,2012,41004,1668.0,54716.4,15.21,5,5,72
17100,Japan,Wheat,2012,41004,1668.0,54716.4,13.11,5,5,72
17101,Japan,Yams,2012,222059,1668.0,54716.4,15.53,9,9,72
17102,Japan,Yams,2012,222059,1668.0,54716.4,13.11,9,9,72
17103,Japan,Yams,2012,222059,1668.0,54716.4,15.54,9,9,72
17104,Japan,Yams,2012,222059,1668.0,54716.4,15.14,9,9,72
17105,Japan,Yams,2012,222059,1668.0,54716.4,15.21,9,9,72
17106,Japan,Yams,2012,222059,1668.0,54716.4,13.11,9,9,72
17107,Japan,Maize,2013,27273,1668.0,52794.3,16.54,0,0,72
17108,Japan,Maize,2013,27273,1668.0,52794.3,13.91,0,0,72
17109,Japan,Maize,2013,27273,1668.0,52794.3,16.3,0,0,72
17110,Japan,Maize,2013,27273,1668.0,52794.3,16.0,0,0,72
17111,Japan,Maize,2013,27273,1668.0,52794.3,16.02,0,0,72
17112,Japan,Maize,2013,27273,1668.0,52794.3,13.91,0,0,72
17113,Japan,Potatoes,2013,302133,1668.0,52794.3,16.54,1,1,72
17114,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91,1,1,72
17115,Japan,Potatoes,2013,302133,1668.0,52794.3,16.3,1,1,72
17116,Japan,Potatoes,2013,302133,1668.0,52794.3,16.0,1,1,72
17117,Japan,Potatoes,2013,302133,1668.0,52794.3,16.02,1,1,72
17118,Japan,Potatoes,2013,302133,1668.0,52794.3,13.91,1,1,72
17119,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.54,2,2,72
17120,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,13.91,2,2,72
17121,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.3,2,2,72
17122,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.0,2,2,72
17123,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,16.02,2,2,72
17124,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,13.91,2,2,72
17125,Japan,Soybeans,2013,15520,1668.0,52794.3,16.54,4,4,72
17126,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91,4,4,72
17127,Japan,Soybeans,2013,15520,1668.0,52794.3,16.3,4,4,72
17128,Japan,Soybeans,2013,15520,1668.0,52794.3,16.0,4,4,72
17129,Japan,Soybeans,2013,15520,1668.0,52794.3,16.02,4,4,72
17130,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91,4,4,72
17131,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.54,7,7,72
17132,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91,7,7,72
17133,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.3,7,7,72
17134,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.0,7,7,72
17135,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,16.02,7,7,72
17136,Japan,Sweet potatoes,2013,244119,1668.0,52794.3,13.91,7,7,72
17137,Japan,Wheat,2013,38616,1668.0,52794.3,16.54,5,5,72
17138,Japan,Wheat,2013,38616,1668.0,52794.3,13.91,5,5,72
17139,Japan,Wheat,2013,38616,1668.0,52794.3,16.3,5,5,72
17140,Japan,Wheat,2013,38616,1668.0,52794.3,16.0,5,5,72
17141,Japan,Wheat,2013,38616,1668.0,52794.3,16.02,5,5,72
17142,Japan,Wheat,2013,38616,1668.0,52794.3,13.91,5,5,72
17143,Japan,Yams,2013,217415,1668.0,52794.3,16.54,9,9,72
17144,Japan,Yams,2013,217415,1668.0,52794.3,13.91,9,9,72
17145,Japan,Yams,2013,217415,1668.0,52794.3,16.3,9,9,72
17146,Japan,Yams,2013,217415,1668.0,52794.3,16.0,9,9,72
17147,Japan,Yams,2013,217415,1668.0,52794.3,16.02,9,9,72
17148,Japan,Yams,2013,217415,1668.0,52794.3,13.91,9,9,72
17149,Kazakhstan,Maize,1992,31214,250.0,17182.0,6.2,0,0,85
17150,Kazakhstan,Maize,1992,31214,250.0,17182.0,2.78,0,0,85
17151,Kazakhstan,Potatoes,1992,105923,250.0,17182.0,6.2,1,1,85
17152,Kazakhstan,Potatoes,1992,105923,250.0,17182.0,2.78,1,1,85
17153,Kazakhstan,"Rice, paddy",1992,39915,250.0,17182.0,6.2,2,2,85
17154,Kazakhstan,"Rice, paddy",1992,39915,250.0,17182.0,2.78,2,2,85
17155,Kazakhstan,Sorghum,1992,11765,250.0,17182.0,6.2,3,3,85
17156,Kazakhstan,Sorghum,1992,11765,250.0,17182.0,2.78,3,3,85
17157,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,6.2,4,4,85
17158,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,2.78,4,4,85
17159,Kazakhstan,Wheat,1992,13324,250.0,17182.0,6.2,5,5,85
17160,Kazakhstan,Wheat,1992,13324,250.0,17182.0,2.78,5,5,85
17161,Kazakhstan,Maize,1993,32677,250.0,17182.0,5.51,0,0,85
17162,Kazakhstan,Maize,1993,32677,250.0,17182.0,1.63,0,0,85
17163,Kazakhstan,Potatoes,1993,96200,250.0,17182.0,5.51,1,1,85
17164,Kazakhstan,Potatoes,1993,96200,250.0,17182.0,1.63,1,1,85
17165,Kazakhstan,"Rice, paddy",1993,36871,250.0,17182.0,5.51,2,2,85
17166,Kazakhstan,"Rice, paddy",1993,36871,250.0,17182.0,1.63,2,2,85
17167,Kazakhstan,Sorghum,1993,12500,250.0,17182.0,5.51,3,3,85
17168,Kazakhstan,Sorghum,1993,12500,250.0,17182.0,1.63,3,3,85
17169,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,5.51,4,4,85
17170,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,1.63,4,4,85
17171,Kazakhstan,Wheat,1993,9178,250.0,17182.0,5.51,5,5,85
17172,Kazakhstan,Wheat,1993,9178,250.0,17182.0,1.63,5,5,85
17173,Kazakhstan,Maize,1994,22387,250.0,17182.0,6.04,0,0,85
17174,Kazakhstan,Maize,1994,22387,250.0,17182.0,3.12,0,0,85
17175,Kazakhstan,Potatoes,1994,95739,250.0,17182.0,6.04,1,1,85
17176,Kazakhstan,Potatoes,1994,95739,250.0,17182.0,3.12,1,1,85
17177,Kazakhstan,"Rice, paddy",1994,27937,250.0,17182.0,6.04,2,2,85
17178,Kazakhstan,"Rice, paddy",1994,27937,250.0,17182.0,3.12,2,2,85
17179,Kazakhstan,Sorghum,1994,12857,250.0,17182.0,6.04,3,3,85
17180,Kazakhstan,Sorghum,1994,12857,250.0,17182.0,3.12,3,3,85
17181,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,6.04,4,4,85
17182,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,3.12,4,4,85
17183,Kazakhstan,Wheat,1994,7490,250.0,17182.0,6.04,5,5,85
17184,Kazakhstan,Wheat,1994,7490,250.0,17182.0,3.12,5,5,85
17185,Kazakhstan,Maize,1995,19316,250.0,13535.0,6.53,0,0,85
17186,Kazakhstan,Maize,1995,19316,250.0,13535.0,4.33,0,0,85
17187,Kazakhstan,Potatoes,1995,84589,250.0,13535.0,6.53,1,1,85
17188,Kazakhstan,Potatoes,1995,84589,250.0,13535.0,4.33,1,1,85
17189,Kazakhstan,"Rice, paddy",1995,21932,250.0,13535.0,6.53,2,2,85
17190,Kazakhstan,"Rice, paddy",1995,21932,250.0,13535.0,4.33,2,2,85
17191,Kazakhstan,Sorghum,1995,5000,250.0,13535.0,6.53,3,3,85
17192,Kazakhstan,Sorghum,1995,5000,250.0,13535.0,4.33,3,3,85
17193,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,6.53,4,4,85
17194,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,4.33,4,4,85
17195,Kazakhstan,Wheat,1995,5748,250.0,13535.0,6.53,5,5,85
17196,Kazakhstan,Wheat,1995,5748,250.0,13535.0,4.33,5,5,85
17197,Kazakhstan,Maize,1996,16795,250.0,13047.0,5.98,0,0,85
17198,Kazakhstan,Maize,1996,16795,250.0,13047.0,1.61,0,0,85
17199,Kazakhstan,Potatoes,1996,88347,250.0,13047.0,5.98,1,1,85
17200,Kazakhstan,Potatoes,1996,88347,250.0,13047.0,1.61,1,1,85
17201,Kazakhstan,"Rice, paddy",1996,26155,250.0,13047.0,5.98,2,2,85
17202,Kazakhstan,"Rice, paddy",1996,26155,250.0,13047.0,1.61,2,2,85
17203,Kazakhstan,Sorghum,1996,8255,250.0,13047.0,5.98,3,3,85
17204,Kazakhstan,Sorghum,1996,8255,250.0,13047.0,1.61,3,3,85
17205,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,5.98,4,4,85
17206,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,1.61,4,4,85
17207,Kazakhstan,Wheat,1996,6835,250.0,13047.0,5.98,5,5,85
17208,Kazakhstan,Wheat,1996,6835,250.0,13047.0,1.61,5,5,85
17209,Kazakhstan,Maize,1997,18136,250.0,8112.0,7.53,0,0,85
17210,Kazakhstan,Maize,1997,18136,250.0,8112.0,4.52,0,0,85
17211,Kazakhstan,Potatoes,1997,84078,250.0,8112.0,7.53,1,1,85
17212,Kazakhstan,Potatoes,1997,84078,250.0,8112.0,4.52,1,1,85
17213,Kazakhstan,"Rice, paddy",1997,30765,250.0,8112.0,7.53,2,2,85
17214,Kazakhstan,"Rice, paddy",1997,30765,250.0,8112.0,4.52,2,2,85
17215,Kazakhstan,Sorghum,1997,6250,250.0,8112.0,7.53,3,3,85
17216,Kazakhstan,Sorghum,1997,6250,250.0,8112.0,4.52,3,3,85
17217,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,7.53,4,4,85
17218,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,4.52,4,4,85
17219,Kazakhstan,Wheat,1997,8449,250.0,8112.0,7.53,5,5,85
17220,Kazakhstan,Wheat,1997,8449,250.0,8112.0,4.52,5,5,85
17221,Kazakhstan,Maize,1998,26780,250.0,6416.14,6.94,0,0,85
17222,Kazakhstan,Maize,1998,26780,250.0,6416.14,3.25,0,0,85
17223,Kazakhstan,Potatoes,1998,76679,250.0,6416.14,6.94,1,1,85
17224,Kazakhstan,Potatoes,1998,76679,250.0,6416.14,3.25,1,1,85
17225,Kazakhstan,"Rice, paddy",1998,32162,250.0,6416.14,6.94,2,2,85
17226,Kazakhstan,"Rice, paddy",1998,32162,250.0,6416.14,3.25,2,2,85
17227,Kazakhstan,Sorghum,1998,7692,250.0,6416.14,6.94,3,3,85
17228,Kazakhstan,Sorghum,1998,7692,250.0,6416.14,3.25,3,3,85
17229,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,6.94,4,4,85
17230,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,3.25,4,4,85
17231,Kazakhstan,Wheat,1998,5200,250.0,6416.14,6.94,5,5,85
17232,Kazakhstan,Wheat,1998,5200,250.0,6416.14,3.25,5,5,85
17233,Kazakhstan,Maize,1999,30168,250.0,4720.28,7.09,0,0,85
17234,Kazakhstan,Maize,1999,30168,250.0,4720.28,3.73,0,0,85
17235,Kazakhstan,Potatoes,1999,107532,250.0,4720.28,7.09,1,1,85
17236,Kazakhstan,Potatoes,1999,107532,250.0,4720.28,3.73,1,1,85
17237,Kazakhstan,"Rice, paddy",1999,28070,250.0,4720.28,7.09,2,2,85
17238,Kazakhstan,"Rice, paddy",1999,28070,250.0,4720.28,3.73,2,2,85
17239,Kazakhstan,Sorghum,1999,50000,250.0,4720.28,7.09,3,3,85
17240,Kazakhstan,Sorghum,1999,50000,250.0,4720.28,3.73,3,3,85
17241,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,7.09,4,4,85
17242,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,3.73,4,4,85
17243,Kazakhstan,Wheat,1999,12868,250.0,4720.28,7.09,5,5,85
17244,Kazakhstan,Wheat,1999,12868,250.0,4720.28,3.73,5,5,85
17245,Kazakhstan,Maize,2000,33350,250.0,3024.42,7.26,0,0,85
17246,Kazakhstan,Maize,2000,33350,250.0,3024.42,3.23,0,0,85
17247,Kazakhstan,Potatoes,2000,106383,250.0,3024.42,7.26,1,1,85
17248,Kazakhstan,Potatoes,2000,106383,250.0,3024.42,3.23,1,1,85
17249,Kazakhstan,"Rice, paddy",2000,29723,250.0,3024.42,7.26,2,2,85
17250,Kazakhstan,"Rice, paddy",2000,29723,250.0,3024.42,3.23,2,2,85
17251,Kazakhstan,Sorghum,2000,65862,250.0,3024.42,7.26,3,3,85
17252,Kazakhstan,Sorghum,2000,65862,250.0,3024.42,3.23,3,3,85
17253,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,7.26,4,4,85
17254,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,3.23,4,4,85
17255,Kazakhstan,Wheat,2000,9028,250.0,3024.42,7.26,5,5,85
17256,Kazakhstan,Wheat,2000,9028,250.0,3024.42,3.23,5,5,85
17257,Kazakhstan,Maize,2001,37125,250.0,3007.26,7.23,0,0,85
17258,Kazakhstan,Maize,2001,37125,250.0,3007.26,3.85,0,0,85
17259,Kazakhstan,Potatoes,2001,132897,250.0,3007.26,7.23,1,1,85
17260,Kazakhstan,Potatoes,2001,132897,250.0,3007.26,3.85,1,1,85
17261,Kazakhstan,"Rice, paddy",2001,28714,250.0,3007.26,7.23,2,2,85
17262,Kazakhstan,"Rice, paddy",2001,28714,250.0,3007.26,3.85,2,2,85
17263,Kazakhstan,Sorghum,2001,31915,250.0,3007.26,7.23,3,3,85
17264,Kazakhstan,Sorghum,2001,31915,250.0,3007.26,3.85,3,3,85
17265,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,7.23,4,4,85
17266,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,3.85,4,4,85
17267,Kazakhstan,Wheat,2001,11803,250.0,3007.26,7.23,5,5,85
17268,Kazakhstan,Wheat,2001,11803,250.0,3007.26,3.85,5,5,85
17269,Kazakhstan,Maize,2002,41370,250.0,3361.84,7.4,0,0,85
17270,Kazakhstan,Maize,2002,41370,250.0,3361.84,4.77,0,0,85
17271,Kazakhstan,Potatoes,2002,139278,250.0,3361.84,7.4,1,1,85
17272,Kazakhstan,Potatoes,2002,139278,250.0,3361.84,4.77,1,1,85
17273,Kazakhstan,"Rice, paddy",2002,30288,250.0,3361.84,7.4,2,2,85
17274,Kazakhstan,"Rice, paddy",2002,30288,250.0,3361.84,4.77,2,2,85
17275,Kazakhstan,Sorghum,2002,14316,250.0,3361.84,7.4,3,3,85
17276,Kazakhstan,Sorghum,2002,14316,250.0,3361.84,4.77,3,3,85
17277,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,7.4,4,4,85
17278,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,4.77,4,4,85
17279,Kazakhstan,Wheat,2002,10895,250.0,3361.84,7.4,5,5,85
17280,Kazakhstan,Wheat,2002,10895,250.0,3361.84,4.77,5,5,85
17281,Kazakhstan,Maize,2004,44575,250.0,3802.92,7.52,0,0,85
17282,Kazakhstan,Maize,2004,44575,250.0,3802.92,4.18,0,0,85
17283,Kazakhstan,Potatoes,2004,134485,250.0,3802.92,7.52,1,1,85
17284,Kazakhstan,Potatoes,2004,134485,250.0,3802.92,4.18,1,1,85
17285,Kazakhstan,"Rice, paddy",2004,34182,250.0,3802.92,7.52,2,2,85
17286,Kazakhstan,"Rice, paddy",2004,34182,250.0,3802.92,4.18,2,2,85
17287,Kazakhstan,Sorghum,2004,17500,250.0,3802.92,7.52,3,3,85
17288,Kazakhstan,Sorghum,2004,17500,250.0,3802.92,4.18,3,3,85
17289,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,7.52,4,4,85
17290,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,4.18,4,4,85
17291,Kazakhstan,Wheat,2004,8432,250.0,3802.92,7.52,5,5,85
17292,Kazakhstan,Wheat,2004,8432,250.0,3802.92,4.18,5,5,85
17293,Kazakhstan,Maize,2005,41546,250.0,3666.62,7.07,0,0,85
17294,Kazakhstan,Maize,2005,41546,250.0,3666.62,4.0,0,0,85
17295,Kazakhstan,Potatoes,2005,150135,250.0,3666.62,7.07,1,1,85
17296,Kazakhstan,Potatoes,2005,150135,250.0,3666.62,4.0,1,1,85
17297,Kazakhstan,"Rice, paddy",2005,33518,250.0,3666.62,7.07,2,2,85
17298,Kazakhstan,"Rice, paddy",2005,33518,250.0,3666.62,4.0,2,2,85
17299,Kazakhstan,Sorghum,2005,20000,250.0,3666.62,7.07,3,3,85
17300,Kazakhstan,Sorghum,2005,20000,250.0,3666.62,4.0,3,3,85
17301,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,7.07,4,4,85
17302,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,4.0,4,4,85
17303,Kazakhstan,Wheat,2005,9480,250.0,3666.62,7.07,5,5,85
17304,Kazakhstan,Wheat,2005,9480,250.0,3666.62,4.0,5,5,85
17305,Kazakhstan,Maize,2006,46317,250.0,3926.27,7.65,0,0,85
17306,Kazakhstan,Maize,2006,46317,250.0,3926.27,3.88,0,0,85
17307,Kazakhstan,Potatoes,2006,153851,250.0,3926.27,7.65,1,1,85
17308,Kazakhstan,Potatoes,2006,153851,250.0,3926.27,3.88,1,1,85
17309,Kazakhstan,"Rice, paddy",2006,32966,250.0,3926.27,7.65,2,2,85
17310,Kazakhstan,"Rice, paddy",2006,32966,250.0,3926.27,3.88,2,2,85
17311,Kazakhstan,Sorghum,2006,24128,250.0,3926.27,7.65,3,3,85
17312,Kazakhstan,Sorghum,2006,24128,250.0,3926.27,3.88,3,3,85
17313,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,7.65,4,4,85
17314,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,3.88,4,4,85
17315,Kazakhstan,Wheat,2006,11348,250.0,3926.27,7.65,5,5,85
17316,Kazakhstan,Wheat,2006,11348,250.0,3926.27,3.88,5,5,85
17317,Kazakhstan,Maize,2007,45636,250.0,5575.89,7.78,0,0,85
17318,Kazakhstan,Maize,2007,45636,250.0,5575.89,4.14,0,0,85
17319,Kazakhstan,Potatoes,2007,155792,250.0,5575.89,7.78,1,1,85
17320,Kazakhstan,Potatoes,2007,155792,250.0,5575.89,4.14,1,1,85
17321,Kazakhstan,"Rice, paddy",2007,33678,250.0,5575.89,7.78,2,2,85
17322,Kazakhstan,"Rice, paddy",2007,33678,250.0,5575.89,4.14,2,2,85
17323,Kazakhstan,Sorghum,2007,4800,250.0,5575.89,7.78,3,3,85
17324,Kazakhstan,Sorghum,2007,4800,250.0,5575.89,4.14,3,3,85
17325,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,7.78,4,4,85
17326,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,4.14,4,4,85
17327,Kazakhstan,Wheat,2007,12983,250.0,5575.89,7.78,5,5,85
17328,Kazakhstan,Wheat,2007,12983,250.0,5575.89,4.14,5,5,85
17329,Kazakhstan,Maize,2008,44042,250.0,7044.9,7.25,0,0,85
17330,Kazakhstan,Maize,2008,44042,250.0,7044.9,4.19,0,0,85
17331,Kazakhstan,Potatoes,2008,144356,250.0,7044.9,7.25,1,1,85
17332,Kazakhstan,Potatoes,2008,144356,250.0,7044.9,4.19,1,1,85
17333,Kazakhstan,"Rice, paddy",2008,33736,250.0,7044.9,7.25,2,2,85
17334,Kazakhstan,"Rice, paddy",2008,33736,250.0,7044.9,4.19,2,2,85
17335,Kazakhstan,Sorghum,2008,3871,250.0,7044.9,7.25,3,3,85
17336,Kazakhstan,Sorghum,2008,3871,250.0,7044.9,4.19,3,3,85
17337,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,7.25,4,4,85
17338,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,4.19,4,4,85
17339,Kazakhstan,Wheat,2008,9715,250.0,7044.9,7.25,5,5,85
17340,Kazakhstan,Wheat,2008,9715,250.0,7044.9,4.19,5,5,85
17341,Kazakhstan,Maize,2009,47500,250.0,8716.14,6.77,0,0,85
17342,Kazakhstan,Maize,2009,47500,250.0,8716.14,3.03,0,0,85
17343,Kazakhstan,Potatoes,2009,162092,250.0,8716.14,6.77,1,1,85
17344,Kazakhstan,Potatoes,2009,162092,250.0,8716.14,3.03,1,1,85
17345,Kazakhstan,"Rice, paddy",2009,35323,250.0,8716.14,6.77,2,2,85
17346,Kazakhstan,"Rice, paddy",2009,35323,250.0,8716.14,3.03,2,2,85
17347,Kazakhstan,Sorghum,2009,5000,250.0,8716.14,6.77,3,3,85
17348,Kazakhstan,Sorghum,2009,5000,250.0,8716.14,3.03,3,3,85
17349,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,6.77,4,4,85
17350,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,3.03,4,4,85
17351,Kazakhstan,Wheat,2009,11941,250.0,8716.14,6.77,5,5,85
17352,Kazakhstan,Wheat,2009,11941,250.0,8716.14,3.03,5,5,85
17353,Kazakhstan,Maize,2010,48331,250.0,6283.85,6.96,0,0,85
17354,Kazakhstan,Maize,2010,48331,250.0,6283.85,2.95,0,0,85
17355,Kazakhstan,Potatoes,2010,143194,250.0,6283.85,6.96,1,1,85
17356,Kazakhstan,Potatoes,2010,143194,250.0,6283.85,2.95,1,1,85
17357,Kazakhstan,"Rice, paddy",2010,39697,250.0,6283.85,6.96,2,2,85
17358,Kazakhstan,"Rice, paddy",2010,39697,250.0,6283.85,2.95,2,2,85
17359,Kazakhstan,Sorghum,2010,4500,250.0,6283.85,6.96,3,3,85
17360,Kazakhstan,Sorghum,2010,4500,250.0,6283.85,2.95,3,3,85
17361,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,6.96,4,4,85
17362,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,2.95,4,4,85
17363,Kazakhstan,Wheat,2010,7336,250.0,6283.85,6.96,5,5,85
17364,Kazakhstan,Wheat,2010,7336,250.0,6283.85,2.95,5,5,85
17365,Kazakhstan,Maize,2011,49864,250.0,10656.6,6.54,0,0,85
17366,Kazakhstan,Maize,2011,49864,250.0,10656.6,2.67,0,0,85
17367,Kazakhstan,Potatoes,2011,167176,250.0,10656.6,6.54,1,1,85
17368,Kazakhstan,Potatoes,2011,167176,250.0,10656.6,2.67,1,1,85
17369,Kazakhstan,"Rice, paddy",2011,37152,250.0,10656.6,6.54,2,2,85
17370,Kazakhstan,"Rice, paddy",2011,37152,250.0,10656.6,2.67,2,2,85
17371,Kazakhstan,Sorghum,2011,13000,250.0,10656.6,6.54,3,3,85
17372,Kazakhstan,Sorghum,2011,13000,250.0,10656.6,2.67,3,3,85
